,surveyID,enum_no,Zone_NO,Class No,lat,lon,busi_activity,oper_time,home_del_pro,pick_take_away,deli_from,only_est,est_area,off_street_park,park_area,aload_docks,no_load_docks,full_emp,part_emp,work_shifts,load_share,to_2a,to_3w,to_bi,to_lt,to_ot,to_pi,owned_2a,owned_3w,owned_bi,owned_lt,owned_pi,owned_ot,leased_2a,leased_3w,leased_bi,leased_lt,leased_ot,leased_pi,len_m_100,len_m_300,len_m_500,len_m_750,NAICS_code,weekly_trucks,to_b3,to_tr,to_all_np
506,1505,1,1,4630,13.04593123,80.18648321,Food stores,13.05142372,Yes,Yes,Central Warehouse of establishment,Yes,1500.131213,Yes,20,Yes,1,6.082457593,0.08898165,Yes,No,0.739443307,0.16958704,3.25841674,0.00534562,0.049844523,1.503552046,1,1,0,0,1,0,1,1,1,0,1,0,835.85,5956.482973,17661.3087,39395.46739,42,0,3.428003781,0.744788927,3.857142857
44,1043,1,1,4752,12.96552479,80.14802038,Building Material / Hardware,9.947524168,Yes,Yes,From wholesale shops,Yes,382.7627298,Yes,20,Yes,1,0.082457593,0.08898165,Yes,No,0.399419743,0.269223279,0.383955441,0.380234669,0.746643602,0.097332492,0,1,1,1,0,0,0,1,0,0,0,1,1496.89,6080.985386,17104.33257,36356.67056,44,0,0.65317872,0.779654412,0.2
129,1128,1,1,4773,13.16805781,80.25666828,Apparel / Accessory,14.19599511,Yes,Yes,From wholesale shops,Yes,338.5893508,Yes,20,Yes,1,0.082457593,0.08898165,Yes,No,0.749031212,0.786533625,0.889845588,0.329838929,0.18849443,0.548148719,0,1,1,1,0,1,0,0,1,1,0,0,589.61,7129.715804,17210.0965,79626.05447,44,0,1.676379214,1.078870141,0.142857143
888,1887,1,1,4759,13.0941523,80.28188583,Electronics,11.58978768,Yes,Yes,Several Individual warehouses,Yes,518.6662493,Yes,20,Yes,1,4.082457593,0.08898165,Yes,No,0.546582677,0.524141623,0.399572445,0.083464183,0.168453575,0.519607128,0,1,0,0,1,0,0,0,1,1,0,1,692.55,6335.380256,17181.16214,23269.79491,44,0,0.923714068,0.63004686,0.033333333
1062,2061,1,1,4752,13.17064494,80.30355144,Building Material / Hardware,11.53832589,Yes,Yes,Several Individual warehouses,Yes,199.1074679,Yes,20,Yes,1,1.082457593,0.08898165,Yes,No,0.118869401,0.153050623,0.715740557,0.504611614,0.300750552,0.909635108,0,0,1,0,2,1,1,1,1,1,0,1,229.58,5933.514024,14844.51277,21464.01346,44,0,0.868791179,0.623481014,0.285714286
648,1647,1,1,4752,13.05985781,80.21182971,Building Material / Hardware,13.78358367,Yes,Yes,Several Individual warehouses,Yes,198.4603573,Yes,20,Yes,1,0.082457593,0.08898165,Yes,No,0.740187056,0.433120371,0.998456658,0.275634913,0.694009033,0.79317703,1,0,0,0,0,1,1,1,1,0,0,0,1263.21,8175.678543,21098.24968,44397.67365,44,0,1.43157703,1.01582197,0.033333333
792,1791,1,1,4652,13.08649849,80.21804016,Electronics,10.57309708,Yes,Yes,Several Individual warehouses,Yes,209.0386702,Yes,20,Yes,1,2.082457593,0.08898165,Yes,No,0.615579792,0.238991446,0.850651539,0.730861962,0.937745541,0.116025622,0,0,0,1,0,0,0,0,0,1,0,1,967.22,6218.047021,16549.72083,37580.00679,42,0,1.089642985,1.346441754,0.142857143
573,1572,1,1,4772,13.05161666,80.21659913,Pharma vendor,13.8413294,Yes,Yes,Several Individual warehouses,Yes,524.494905,Yes,20,Yes,1,2.082457593,0.08898165,Yes,Yes,0.0818431,0.0676688,1.893312267,0.981120692,0.034695062,0.112576216,0,1,0,0,1,1,0,0,0,0,0,1,674.82,6869.757615,20040.43901,43657.05883,44,0,1.960981068,1.062963792,1
1038,2037,1,1,4752,13.16489716,80.25416488,Building Material / Hardware,13.4645185,Yes,Yes,Several Individual warehouses,Yes,239.3469743,Yes,20,Yes,1,0.082457593,0.08898165,Yes,No,0.789949876,0.847759024,0.140961145,0.749319474,0.566439999,0.308570764,0,0,0,1,1,0,1,0,1,0,1,0,276.99,7516.471548,19083.26146,22287.63735,44,0.466666667,0.988720169,1.53926935,0.571428571
563,1562,1,1,4771,13.04993843,80.21265823,Apparel / Accessory,15.24374425,No,No,Several Individual warehouses,No,564.6056644,No,20,No,1,0.082457593,0.08898165,No,No,0.333896765,0.644513562,0.351115311,0.736942839,0.543638896,0.780326292,1,1,0,0,0,0,1,0,0,1,1,0,1544.12,5893.379487,16190.52603,41914.58378,44,3,0.995628873,1.070839604,0.1
396,1395,1,1,4759,13.03715447,80.1589291,Electronics,11.14470194,Yes,Yes,Several Individual warehouses,Yes,459.5977987,Yes,20,Yes,1,-0.917542407,0.08898165,Yes,Yes,0.677979756,0.386818936,0.798350391,0.342752248,0.478706389,0.518565352,1,1,1,1,0,1,0,1,0,0,0,1,1055.43,6997.617801,15837.95311,35856.37905,44,0,1.185169327,1.020732003,0.285714286
420,1419,1,1,4759,13.03874516,80.211139,Apparel / Accessory,10.03848187,Yes,Yes,Others,Yes,5033.182506,Yes,20,Yes,1,3.082457593,0.08898165,Yes,No,0.835885092,0.596858032,0.412612122,0.665464466,0.287884949,0.899204196,0,0,0,1,0,0,0,1,0,1,0,0,901.68,5700.602684,17065.01944,41943.02777,44,1,1.009470154,1.501349558,0.033333333
181,1180,1,1,4759,12.99631688,80.2619208,Electronics,12.90817524,Yes,Yes,Several Individual warehouses,Yes,142.843154,Yes,20,Yes,1,0.082457593,0.08898165,Yes,Yes,0.656355578,0.8344562,0.654977704,0.754037149,0.183807044,0.842088029,0,1,0,0,1,0,2,0,1,0,1,0,684.75,6092.074528,18513.61423,36051.93255,44,0.233333333,1.489433904,1.410392727,0.142857143
277,1276,1,1,9999,13.02072212,80.20619825,Building Material / Hardware,8.457076197,Yes,Yes,Several Individual warehouses,Yes,259.6933854,Yes,20,Yes,1,-0.917542407,0.08898165,Yes,No,0.09397799,0.999786165,0.283474733,0.534610982,0.132580713,0.127005878,0,0,0,0,1,0,0,1,0,1,1,1,1149.14,4827.737487,13943.39429,32669.20672,44,0,1.283260899,0.628588972,1.428571429
581,1580,1,1,4752,13.05216306,80.21897615,Building Material / Hardware,10.96514663,Yes,Yes,Several Individual warehouses,Yes,4063.156234,Yes,20,Yes,1,2.082457593,0.08898165,Yes,Yes,0.530810878,0.118832168,0.296792811,0.346365091,0.925158875,0.175809298,0,1,0,0,1,0,0,0,0,1,1,0,923.63,4872.152754,13824.75944,42094.77532,44,0,0.415624979,0.877175969,0.428571429
186,1185,1,1,4759,12.99679049,80.25746179,Electronics,11.48692281,Yes,Yes,Several Individual warehouses,Yes,101.053058,Yes,20,Yes,1,0.082457593,0.08898165,Yes,No,0.233113486,0.199411165,0.666616044,0.809679989,0.498477577,0.931027593,0,1,0,1,1,0,1,0,0,1,0,1,563.41,4218.638176,13248.84346,71868.18315,44,0,0.866027209,1.042793475,1
835,1834,1,1,9999,13.09055803,80.26628635,Building Material / Hardware,11.48668482,Yes,Yes,Several Individual warehouses,Yes,690.7998525,Yes,20,Yes,1,3.082457593,0.08898165,Yes,No,0.036978773,0.829060361,0.687230981,0.638970017,0.144823462,1.220484004,1,1,1,0,0,1,1,0,1,1,0,0,774.6,4882.665922,14494.64847,30707.14119,44,0,1.516291342,0.67594879,0.285714286
303,1302,1,1,4773,13.02653019,80.18305118,Apparel / Accessory,11.29759943,Yes,Yes,Several Individual warehouses,Yes,219.4333273,Yes,20,Yes,1,0.082457593,0.08898165,Yes,No,0.856545182,0.044817099,0.459951036,0.519741412,0.726116329,0.586845238,1,0,1,1,0,0,1,1,1,1,1,0,492.52,5795.358709,15115.50062,26492.60155,44,0,0.504768136,1.376286594,0.033333333
286,1285,1,1,4721,13.02212271,80.22461031,Food stores,12.15984318,Yes,Yes,Several Individual warehouses,Yes,1235.92598,Yes,20,Yes,1,1.082457593,0.08898165,Yes,No,0.971355333,0.538547688,0.582534737,0.208175448,0.875342196,1.626825425,0,0,1,1,1,0,0,0,0,0,1,1,1121.56,7357.322509,17238.13348,74719.94678,44,0,1.121082426,1.179530782,2
660,1659,1,1,4773,13.06194677,80.23006054,Building Material / Hardware,9.448756137,Yes,Yes,From wholesale shops,Yes,3025.986279,Yes,20,Yes,1,0.082457593,0.08898165,Yes,No,1.044583839,0.581902747,0.112067272,0.313571024,0.637773335,0.106152778,1,0,1,0,2,1,0,0,0,0,1,1,730.43,6266.619573,18849.4188,38219.51153,44,7,0.693970019,1.358154863,1
890,1889,1,1,4771,13.0947327,80.27974137,Apparel / Accessory,11.93581058,Yes,Yes,Several Individual warehouses,Yes,442.1902273,Yes,20,Yes,1,1.082457593,0.08898165,Yes,No,0.678186479,0.175274254,0.590564532,0.001174369,0.659823339,0.368459944,1,1,0,0,0,0,1,0,1,0,1,0,878.59,6572.762226,17735.90823,24498.96665,44,0,0.765838786,0.679360848,0.285714286
180,1179,1,1,4721,12.99612874,80.2067678,Food stores,11.2510782,Yes,Yes,Several Individual warehouses,Yes,190.3020884,Yes,20,Yes,1,0.082457593,0.08898165,Yes,Yes,0.223109185,0.783192533,0.430407082,0.293250571,0.06394552,0.695879251,1,0,1,1,0,0,0,0,1,1,1,1,714.04,4587.969486,11498.58284,38189.9383,44,0,1.213599615,0.516359756,0.066666667
288,1287,1,1,4721,13.02263265,80.2248813,Restaurant,12.14417034,Yes,Yes,Several Individual warehouses,Yes,664.3045985,Yes,20,Yes,1,2.082457593,0.08898165,Yes,No,0.41193836,3.921207607,0.681001664,0.677358487,0.00536914,0.59219734,1,1,0,1,1,1,0,1,1,1,1,0,973.92,5779.189184,16444.27892,41836.57352,31,0,4.60220927,1.089296847,3
966,1965,1,1,4772,13.13550469,80.29351393,Pharma vendor,11.79816954,Yes,Yes,Several Individual warehouses,Yes,62.62771042,Yes,20,Yes,1,0.082457593,0.08898165,Yes,Yes,0.412249815,0.649166345,0.243105738,0.398849362,0.747399724,0.546417783,0,1,0,0,0,1,0,1,0,1,0,0,845.18,6619.406353,19600.59748,33100.21496,44,0,0.892272083,0.811099177,0.571428571
51,1050,1,1,4730,12.96720218,80.24844487,Others,23.23394622,No,No,Central Warehouse of establishment,No,3625.393545,No,20,No,1,5.082457593,7.08898165,No,No,0.847625118,0.744244597,0.131942448,0.332379989,1.351641764,0.714542011,1,0,0,0,1,0,1,0,0,0,1,1,1349.01,5794.203444,16492.85508,37131.42651,44,0,0.876187045,1.180005107,0
330,1329,1,1,4773,13.03159362,80.2096124,Apparel / Accessory,9.216247567,No,No,Several Individual warehouses,No,240.5919212,No,20,No,1,2.082457593,0.08898165,No,No,0.659146633,0.283002254,1.23028515,0.540335015,0.308403557,0.32375561,1,0,0,1,0,0,1,0,2,1,0,1,1234.8,5186.213734,14472.37617,40056.02882,44,0,1.513287403,1.199481648,1
467,1466,1,1,4721,13.04113413,80.19336116,Food stores,10.86266112,Yes,Yes,From wholesale shops,Yes,149.5265888,Yes,20,Yes,1,-0.917542407,0.08898165,Yes,No,0.619801186,0.205587857,0.754564746,0.469383554,0.082901218,0.474229563,1,0,1,1,0,0,0,1,1,1,1,0,549.71,6997.118033,19142.43605,33892.9645,44,0,0.960152603,1.089184739,0.285714286
48,1047,1,1,9999,12.96653469,80.24844528,Home furniture/ appliances,12.91252465,Yes,Yes,Several Individual warehouses,Yes,686.0404311,Yes,20,Yes,1,0.082457593,0.08898165,Yes,No,0.468469423,0.512491076,0.300401884,0.845728005,0.822291024,0.871636991,1,0,0,0,0,0,0,0,0,1,1,1,1269.11,2765.735144,8529.697018,37085.78996,44,0,0.81289296,1.314197429,0.1
188,1187,1,1,4721,12.99248936,80.20584164,Food stores,15.28931479,Yes,Yes,Several Individual warehouses,Yes,105.4592997,Yes,20,Yes,1,-0.917542407,0.08898165,Yes,No,0.875501633,0.012010588,1.670868991,0.461076841,0.962310483,0.88004867,1,1,0,1,1,1,1,1,1,0,0,1,835.25,5937.73634,19817.31474,74478.9576,44,0,1.682879579,1.336578474,1
611,1610,1,1,4520,13.05395072,80.26753541,Automobile dealer & sevice,12.33373184,Yes,Yes,Several Individual warehouses,Yes,132.4229217,Yes,20,Yes,1,0.082457593,0.08898165,Yes,No,0.447335035,0.049681916,0.821651514,0.294809805,0.190960128,0.899878772,1,0,1,0,1,1,1,1,0,0,1,1,1190.71,8461.703234,20446.74625,39049.06591,44,0,0.87133343,0.74214484,0.033333333
405,1404,1,1,4771,13.03759048,80.26393772,Apparel / Accessory,10.86851041,Yes,Yes,Several Individual warehouses,Yes,759.9796121,Yes,20,Yes,1,0.082457593,0.08898165,Yes,No,0.895316812,1.073349498,0.949409351,0.282003678,0.270707838,0.025269598,1,0,1,1,1,0,0,0,0,1,0,0,943.34,5439.655276,15159.55785,34743.90837,44,0,2.022758849,1.177320491,0.142857143
796,1795,1,1,4759,13.08757253,80.21750988,Electronics,11.31671689,NA,NA,Several Individual warehouses,NA,635.5076324,NA,20,NA,1,0.082457593,0.08898165,NA,No,0.227501866,0.387312836,0.111296802,0.035291765,0.417738949,0.19460271,1,1,0,0,0,1,0,1,1,1,0,1,648.67,6848.265756,20177.70747,37041.47131,44,0,0.498609638,0.262793631,0.352380952
905,1904,1,1,4721,13.09874018,80.27626184,Restaurant,11.28197927,Yes,Yes,Several Individual warehouses,Yes,87.40472279,Yes,20,Yes,1,-0.917542407,0.08898165,Yes,Yes,1.681515244,0.396913773,0.655544242,0.118332052,0.35943898,0.843491957,1,1,1,0,0,0,0,0,0,0,1,1,915.4,4573.731516,14081.38198,29700.82487,31,0,1.052458015,1.799847296,1
137,1136,1,1,4771,12.9898488,80.20511518,Apparel / Accessory,12.48257824,Yes,Yes,Several Individual warehouses,Yes,10.34939613,Yes,20,Yes,1,-0.917542407,0.08898165,Yes,No,0.790916019,0.875971423,0.877957742,0.760466969,0.347968111,0.99542281,1,1,1,1,0,1,0,1,1,1,0,1,611.84,4586.59244,13489.39095,39237.62017,44,0,1.753929165,1.551382988,0.571428571
215,1214,1,1,9999,13.00472334,80.25711078,Others,12.28649465,Yes,Yes,Others,Yes,424.9939085,Yes,20,Yes,1,NA,NA,Yes,No,0.124309473,0.86882467,0.507395837,0.961561442,0.801349137,0.018558473,1,0,1,0,1,1,0,1,1,0,1,1,840.73,5574.381611,15557.77042,29458.1897,32,0,1.376220507,1.085870915,1
367,1366,1,1,4771,13.08211437,80.19859818,Apparel / Accessory,12.66712071,Yes,Yes,From wholesale shops,Yes,367.6725552,Yes,20,Yes,1,0.082457593,0.08898165,Yes,No,0.047756597,0.329947867,0.484283357,0.108123693,0.911778838,0.273741373,0,0,1,0,1,0,1,1,0,0,0,0,320.88,3783.803581,11452.7881,32073.37634,44,0,0.814231224,0.15588029,0.714285714
713,1712,1,1,4759,13.07405889,80.19968089,Electronics,11.40270568,Yes,Yes,Several Individual warehouses,Yes,406.8447782,Yes,20,Yes,1,0.082457593,0.08898165,Yes,No,0.56696061,0.105305048,0.4330013,0.409387812,0.851347677,0.27250762,1,1,0,1,1,1,0,1,0,0,1,0,907.99,6747.861004,18491.86101,36076.19353,44,0,0.538306348,0.976348422,0.285714286
649,1648,1,1,4759,13.05983847,80.20691219,Home furniture/ appliances,10.50580609,No,No,From wholesale shops,No,634.6436136,No,20,No,1,10.08245759,0.08898165,No,No,0.99434279,0.156106121,0.730402675,0.873904138,0.364693462,0.958548068,0,0,7,0,0,1,1,1,1,1,0,0,718.57,6443.384996,16483.26287,39535.72284,44,0,0.886508796,1.868246928,0.1
384,1383,1,1,4752,13.03663722,80.19854579,Others,13.76918725,Yes,Yes,From wholesale shops,Yes,176.5648323,Yes,20,Yes,1,1.082457593,0.08898165,Yes,Yes,0.959539546,3.851138975,0.915924419,0.204064255,0.186299515,2.291985705,1,2,1,0,1,1,0,0,0,1,0,1,1254.23,7076.30503,16649.58531,42469.13133,44,0,4.767063394,1.163603801,5
478,1477,1,1,4759,13.04196263,80.17992242,Electronics,13.39633971,Yes,Yes,From wholesale shops,Yes,714.2009932,Yes,20,Yes,1,6.082457593,0.08898165,Yes,No,0.701378535,0.235038478,5.154833242,0.776498224,0.07745971,0.430699958,1,0,0,0,1,0,0,1,0,0,1,0,902.14,6070.112071,16909.4079,39771.57779,44,0,5.38987172,1.477876759,5.285714286
768,1767,1,1,4772,13.08256059,80.21038317,Pharma vendor,13.36939129,Yes,Yes,Several Individual warehouses,Yes,244.9237634,Yes,20,Yes,1,0.082457593,0.08898165,Yes,No,0.722336051,0.94709677,0.587314924,0.498977805,0.736759998,0.237902844,0,1,1,0,0,1,1,1,4,1,0,1,615.16,5537.055337,15499.90767,36911.0175,44,0,1.534411694,1.221313857,1
699,1698,1,1,5610,13.07134571,80.20155911,Restaurant,12.09000351,Yes,Yes,Others,Yes,1579.356444,Yes,20,Yes,1,10.08245759,0.08898165,Yes,No,0.819091696,1.000134643,0.178165107,0.981562653,0.885617217,0.525987637,1,0,0,1,0,1,1,2,0,0,0,1,972.5,6127.97472,18868.71987,37868.60543,31,0,1.17829975,1.800654349,0.428571429
635,1634,1,1,4752,13.05823141,80.21189711,Building Material / Hardware,11.16507974,Yes,Yes,Several Individual warehouses,Yes,282.7198872,Yes,20,Yes,1,0.082457593,0.08898165,Yes,No,0.824934745,0.780617452,1.161903631,0.309477274,0.531394499,0.815469057,0,0,1,0,0,1,1,2,0,1,0,0,1233.1,4247.766078,15225.37561,44315.12845,44,0,1.942521082,1.134412019,0.714285714
75,1074,1,1,4663,12.9717678,80.15133769,Building Material / Hardware,12.36463188,Yes,Yes,Several Individual warehouses,Yes,126.3451982,Yes,20,Yes,1,2.082457593,0.08898165,Yes,No,0.257939151,0.119490208,0.88347087,0.196206595,0.947666489,0.09922045,0,1,1,1,0,1,0,1,0,1,0,0,1672.81,3420.748683,10429.34532,33894.13765,44,0,1.002961078,0.454145746,0.285714286
1052,2051,1,1,4771,13.16832626,80.30207064,Apparel / Accessory,13.15054532,Yes,Yes,From wholesale shops,Yes,333.5371129,Yes,20,Yes,1,2.082457593,0.08898165,Yes,Yes,0.860169702,0.284003917,0.120237237,1.07964193,0.815774968,0.776793265,0,1,0,1,0,0,0,0,1,1,1,1,589.87,6689.072565,17770.43556,24515.16365,44,4,0.404241154,1.939811632,0.276190476
932,1931,1,1,4759,13.11289447,80.29163767,Electronics,13.16441426,Yes,Yes,Several Individual warehouses,Yes,109.6222198,Yes,20,Yes,1,0.082457593,0.08898165,Yes,No,0.731104455,0.487542992,0.602041946,0.566941965,0.931210143,0.137632501,1,0,1,0,1,1,1,0,0,0,0,1,758.81,3938.357704,11706.15661,35368.23048,44,0,1.089584938,1.29804642,0.285714286
616,1615,1,1,5610,13.05424393,80.26103951,Restaurant,12.0370532,No,No,Several Individual warehouses,No,439.7124774,No,20,No,1,8.082457593,1.08898165,No,Yes,0.426615878,0.684758896,0.332895391,0.417409102,0.953506225,0.041286591,1,1,1,0,1,1,1,1,0,0,0,1,1041.38,5970.077992,16740.76272,33074.84333,31,0,1.017654287,0.84402498,0.066666667
256,1255,1,1,4652,13.01218911,80.2008488,Others,7.273741548,Yes,Yes,Several Individual warehouses,Yes,919.9996575,Yes,20,Yes,1,0.082457593,0.08898165,Yes,No,0.645375076,0.313931176,0.222559729,0.919688614,0.322336925,0.533289148,0,1,1,1,1,0,0,1,1,0,0,0,1130.29,5913.342624,17090.92811,37570.6464,33,0,0.536490905,1.565063689,0.033333333
841,1840,1,1,4752,13.09072989,80.26815445,Building Material / Hardware,12.07788544,Yes,Yes,From wholesale shops,Yes,751.2397616,Yes,20,Yes,1,1.082457593,0.08898165,Yes,No,0.657027813,0.987673916,0.495102594,0.709399998,0.11024561,0.923270637,0,1,0,0,0,1,0,1,0,1,1,1,874.77,6640.203693,18442.52358,28481.8279,44,0,1.48277651,1.366427811,0.142857143
302,1301,1,1,4752,13.0263197,80.20793672,Building Material / Hardware,13.15684002,Yes,Yes,Several Individual warehouses,Yes,142.0112133,Yes,20,Yes,1,-0.917542407,0.08898165,Yes,No,0.425230112,0.848638782,0.812295076,0.482787315,0.740196771,0.004888958,0,1,1,1,1,0,1,0,1,0,1,0,1093.29,5772.548386,17858.62947,38051.82376,44,0,1.660933859,0.908017427,0.142857143
221,1220,1,1,4721,13.00605926,80.24855841,Food stores,14.24392827,Yes,Yes,Several Individual warehouses,Yes,188.9935642,Yes,20,Yes,1,0.082457593,0.08898165,Yes,Yes,0.8054571,0.190322634,0.567105207,0.923293989,0.118406454,0.073613141,0,0,1,1,1,1,1,1,1,1,1,1,887.73,7779.610343,16310.53158,53200.01555,44,0,0.757427841,1.728751089,1
1031,2030,1,1,4771,13.16401447,80.30345411,Apparel / Accessory,12.41352649,Yes,Yes,Several Individual warehouses,Yes,188.0782272,Yes,20,Yes,1,0.082457593,0.08898165,Yes,Yes,0.158221734,0.841433931,0.266336243,0.851767879,0.274014859,0.061829542,0,1,2,1,1,0,1,1,0,1,1,1,585.68,5414.452365,15670.03872,20336.67618,44,0.466666667,1.107770174,1.009989613,0.285714286
348,1347,1,1,4759,13.03296876,80.18363781,Home furniture/ appliances,13.67717402,Yes,Yes,Several Individual warehouses,Yes,1478.087008,Yes,20,Yes,1,2.082457593,0.08898165,Yes,No,0.812230261,0.284149702,0.231867093,0.006395054,0.13423973,0.860764749,1,1,0,0,1,0,0,0,0,0,1,0,233.69,8581.56828,22188.81679,36232.4131,44,0,0.516016795,0.818625315,0.285714286
688,1687,1,1,4752,13.06761441,80.20972057,Building Material / Hardware,11.38388682,Yes,Yes,Several Individual warehouses,Yes,258.5957136,Yes,20,Yes,1,5.082457593,0.08898165,Yes,Yes,0.172564898,0.024025389,0.712267761,0.278411508,0.998485196,0.589620209,0,1,1,1,0,1,1,0,0,1,1,0,1150.17,7074.107059,21256.04799,43525.51748,44,0,0.736293149,0.450976406,0.142857143
704,1703,1,1,5610,13.0726707,80.20122296,Restaurant,11.52065473,No,No,From wholesale shops,No,1201.279098,No,20,No,1,10.08245759,0.08898165,No,No,0.010372221,0.180616546,0.404161697,0.978408791,0.134266372,1.6643617,0,0,3,1,2,1,0,0,0,1,0,0,842.12,5800.761066,20023.62379,38583.91587,31,0,0.584778243,0.988781012,2
230,1229,1,1,4771,13.00660438,80.25102953,Apparel / Accessory,11.01623756,Yes,Yes,From wholesale shops,Yes,808.5986066,Yes,20,Yes,1,2.082457593,0.08898165,Yes,No,0.308436886,0.61880672,1.531529417,0.539248991,0.973051691,1.469086756,1,0,2,1,2,1,1,1,1,1,1,1,1017.81,7629.737931,19419.77528,53586.84013,44,0,2.150336138,0.847685877,4
731,1730,1,1,4772,13.07528916,80.21722255,Pharma vendor,13.88767058,Yes,Yes,Several Individual warehouses,Yes,878.7182696,Yes,20,Yes,1,2.082457593,0.08898165,Yes,No,0.419302641,0.711183136,0.534773553,0.758335852,0.241618299,0.819774231,0,0,1,1,1,0,0,1,0,0,0,1,2008.85,5986.35276,17747.02881,45566.92507,44,0,1.245956689,1.177638493,0.857142857
818,1817,1,1,4759,13.09011456,80.26528092,Electronics,13.14752187,Yes,Yes,From wholesale shops,Yes,140.1223374,Yes,20,Yes,1,2.082457593,1.08898165,Yes,No,0.620763337,0.692234278,0.72059532,0.189628193,0.397194024,0.881514939,1,1,0,1,1,0,0,1,0,0,1,1,569.24,6154.488387,13802.43727,31728.86843,44,0,1.412829598,0.81039153,0.571428571
12,1011,1,1,4772,12.95846154,80.2442313,Pharma vendor,13.19403553,Yes,Yes,Several Individual warehouses,Yes,51.19799622,Yes,20,Yes,1,-0.917542407,0.08898165,Yes,No,0.429379689,0.79115676,1.210486945,0.14844234,0.08744886,0.123423231,1,1,1,0,1,1,0,1,0,0,1,1,1026.51,8203.894698,20434.65067,32208.01393,44,0,2.001643705,0.577822029,1
820,1819,1,1,4761,13.0902488,80.26453998,Others,14.49543243,Yes,Yes,Several Individual warehouses,Yes,126.990354,Yes,20,Yes,1,-0.917542407,0.08898165,Yes,No,0.117297332,0.316305592,0.009441946,0.149999926,0.239813016,0.851946154,1,1,2,0,1,1,0,1,0,1,0,0,564.59,6647.470864,21513.78491,31668.63238,45,0,0.325747537,0.267297259,0.142857143
854,1853,1,1,4652,13.09150017,80.25889822,Electronics,8.757825098,Yes,Yes,Several Individual warehouses,Yes,410.9150449,Yes,20,Yes,1,0.082457593,0.08898165,Yes,Yes,0.816687118,0.688130659,0.511954678,0.517700628,0.536005257,0.916443689,0,0,0,1,0,0,0,1,0,0,1,0,580.71,5321.36829,16034.36842,37199.87848,42,0,1.200085337,1.334387746,0.066666667
38,1037,1,1,4772,12.96437499,80.24674697,Pharma vendor,12.95020738,Yes,Yes,Several Individual warehouses,Yes,165.2191191,Yes,20,Yes,1,0.082457593,0.08898165,Yes,No,0.384043012,0.692372147,0.877158164,0.7838486,0.490393403,0.381565632,1,0,2,1,1,1,0,0,0,1,1,0,1144.99,7485.352005,20182.23469,37228.75015,44,0,1.569530311,1.167891612,1
